customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C4641,Other,Teenager,Multan,10/18/2023,O8641,4/26/2024,Burger King,Burger,Continental,3,1011.78,Wallet,25,10-03-2024,39,Inactive,4,07-01-2025,Delayed
C2409,Female,Senior,Karachi,2/22/2024,O6409,4/26/2024,Pizza Hut,Sandwich,Dessert,2,1363.15,Cash,32,01-06-2025,471,Inactive,2,10-07-2024,Delivered
C2863,Male,Teenager,Karachi,6/19/2024,O6863,4/26/2024,Pizza Hut,Pasta,Italian,3,1204.55,Card,47,04-07-2025,400,Inactive,3,05-02-2025,Delayed
C5063,Other,Senior,Islamabad,5/21/2024,O9063,4/27/2024,KFC,Pasta,Chinese,2,966.48,Card,5,05-01-2025,195,Active,2,07-11-2025,Delayed
C4885,Other,Senior,Peshawar,04-07-2024,O8885,4/27/2024,Pizza Hut,Fries,Italian,2,1333.77,Cash,26,3/15/2025,272,Active,,7/17/2025,Cancelled
C1904,Other,Teenager,Peshawar,10-07-2023,O5904,4/27/2024,McDonald's,Pizza,Fast Food,3,623.06,Cash,26,4/17/2025,440,Inactive,4,2/14/2025,Delivered
C3307,Other,Adult,Lahore,05-11-2025,O7307,4/27/2024,Subway,Sandwich,Italian,5,191.04,Card,5,12/26/2024,210,Active,3,04-11-2025,Delivered
C1585,Female,Teenager,Multan,3/22/2025,O5585,4/27/2024,Pizza Hut,Burger,Italian,2,957.04,Wallet,47,10/30/2024,380,Inactive,,04-05-2025,Cancelled
C3661,Other,Adult,Islamabad,5/19/2024,O7661,4/27/2024,KFC,Pizza,Continental,4,1012.57,Wallet,26,8/24/2024,463,Inactive,2,10/24/2024,Delayed
C2438,Female,Teenager,Peshawar,04-11-2024,O6438,4/27/2024,Subway,Fries,Italian,1,1154.18,Cash,23,10/15/2024,448,Inactive,2,7/21/2025,Delivered
C6936,Female,Adult,Multan,1/21/2024,O10936,4/27/2024,Subway,Burger,Chinese,4,1227.07,Card,11,04-03-2025,291,Active,5,1/15/2025,Delivered
C5267,Female,Senior,Islamabad,8/24/2023,O9267,4/27/2024,Subway,Fries,Dessert,5,188.91,Card,23,10-07-2024,234,Active,5,2/19/2025,Delivered
C6514,Female,Teenager,Islamabad,10-04-2024,O10514,4/28/2024,KFC,Pizza,Chinese,2,820.82,Wallet,47,09-04-2024,294,Inactive,4,10/13/2024,Delivered
C5394,Other,Senior,Peshawar,11-04-2023,O9394,4/28/2024,KFC,Burger,Chinese,4,805.09,Cash,35,11/25/2024,195,Inactive,,06-03-2025,Cancelled
C4973,Other,Senior,Multan,9/14/2024,O8973,4/28/2024,Burger King,Burger,Italian,2,611.52,Wallet,21,12/16/2024,73,Active,,7/22/2025,Cancelled
C2899,Male,Adult,Islamabad,01-05-2025,O6899,4/28/2024,Pizza Hut,Burger,Italian,5,1071.83,Card,24,06-07-2025,349,Inactive,,06-11-2025,Cancelled
C2302,Other,Adult,Peshawar,3/17/2025,O6302,4/28/2024,KFC,Fries,Dessert,1,1145.82,Card,30,11/29/2024,122,Active,,1/18/2025,Cancelled
C3322,Male,Teenager,Karachi,04-07-2024,O7322,4/28/2024,Pizza Hut,Sandwich,Continental,1,411.37,Cash,30,06-11-2025,243,Active,,7/25/2025,Cancelled
C1479,Other,Adult,Multan,12-07-2023,O5479,4/28/2024,Pizza Hut,Pasta,Dessert,2,160.82,Wallet,8,7/24/2025,285,Inactive,2,8/28/2024,Delivered
C4239,Female,Teenager,Multan,8/15/2025,O8239,4/29/2024,KFC,Sandwich,Continental,2,1185.2,Card,46,8/13/2025,491,Active,,5/29/2025,Cancelled
C3707,Male,Teenager,Peshawar,10/16/2023,O7707,4/29/2024,KFC,Burger,Italian,4,930.85,Wallet,4,9/24/2024,92,Inactive,3,6/20/2025,Delayed
C4101,Other,Teenager,Karachi,12/17/2024,O8101,4/29/2024,Subway,Pasta,Chinese,5,1265.29,Wallet,4,10/18/2024,262,Active,3,05-02-2025,Delivered
C3142,Female,Adult,Peshawar,12/18/2024,O7142,4/29/2024,Pizza Hut,Fries,Dessert,3,300.18,Cash,3,01-11-2025,411,Active,,1/15/2025,Cancelled
C4371,Other,Adult,Peshawar,10/26/2024,O8371,4/29/2024,Pizza Hut,Sandwich,Fast Food,1,494.13,Card,6,4/28/2025,262,Active,4,2/14/2025,Delivered
C1980,Female,Senior,Multan,2/26/2024,O5980,4/29/2024,Subway,Pasta,Continental,3,1029.41,Card,32,7/20/2025,45,Inactive,3,12/16/2024,Delivered
C4359,Male,Adult,Karachi,01-10-2025,O8359,4/29/2024,Subway,Sandwich,Dessert,5,1386.81,Wallet,19,11/18/2024,240,Active,1,9/21/2024,Delivered
C2063,Other,Teenager,Multan,7/16/2024,O6063,4/29/2024,KFC,Burger,Fast Food,3,987.74,Cash,50,5/14/2025,228,Active,1,06-06-2025,Delivered
C2128,Female,Adult,Karachi,10/30/2024,O6128,4/30/2024,KFC,Fries,Fast Food,1,1275.78,Wallet,47,10/14/2024,351,Inactive,1,7/20/2025,Delivered
C4818,Female,Adult,Peshawar,08-05-2025,O8818,4/30/2024,Burger King,Burger,Italian,4,683.88,Wallet,33,3/30/2025,475,Active,,06-11-2025,Cancelled
C1758,Male,Senior,Peshawar,05-01-2025,O5758,4/30/2024,McDonald's,Sandwich,Chinese,2,1012.18,Wallet,35,1/22/2025,141,Active,2,10/22/2024,Delivered
C1750,Female,Senior,Multan,5/29/2024,O5750,4/30/2024,Subway,Pasta,Continental,4,173.93,Card,8,05-03-2025,310,Active,1,10-06-2024,Delivered
C2137,Female,Senior,Peshawar,7/14/2025,O6137,4/30/2024,McDonald's,Pizza,Continental,3,276.4,Card,20,8/29/2024,216,Inactive,,5/18/2025,Cancelled
C6342,Other,Adult,Islamabad,10/19/2023,O10342,4/30/2024,Pizza Hut,Pizza,Continental,2,375.1,Card,12,9/27/2024,107,Inactive,5,4/21/2025,Delivered
C6492,Male,Senior,Peshawar,05-12-2024,O10492,05-01-2024,Burger King,Fries,Chinese,4,938.68,Cash,30,9/15/2024,367,Inactive,2,09-12-2024,Delayed
C6439,Male,Teenager,Lahore,5/16/2025,O10439,05-01-2024,Pizza Hut,Sandwich,Fast Food,5,654.41,Cash,36,10/30/2024,268,Inactive,4,05-11-2025,Delivered
C5914,Female,Teenager,Peshawar,05-05-2024,O9914,05-01-2024,Subway,Pizza,Dessert,4,1164.26,Cash,47,05-08-2025,149,Inactive,4,10/15/2024,Delivered
C1168,Male,Senior,Peshawar,4/30/2025,O5168,05-01-2024,Subway,Pasta,Continental,1,592.84,Card,39,5/27/2025,290,Active,1,10/26/2024,Delivered
C2722,Other,Senior,Islamabad,11-10-2023,O6722,05-02-2024,Pizza Hut,Sandwich,Continental,3,1377.06,Cash,29,11/30/2024,372,Inactive,1,05-07-2025,Delivered
C5597,Other,Teenager,Karachi,10-11-2024,O9597,05-02-2024,KFC,Pasta,Fast Food,2,614.21,Cash,11,6/13/2025,361,Inactive,1,12/26/2024,Delayed
C5606,Male,Teenager,Islamabad,10/15/2024,O9606,05-02-2024,Pizza Hut,Pasta,Italian,3,576.44,Cash,43,8/15/2025,460,Inactive,3,2/23/2025,Delivered
C6136,Female,Senior,Karachi,6/28/2025,O10136,05-02-2024,Burger King,Sandwich,Fast Food,2,1369.3,Card,45,03-05-2025,48,Inactive,5,05-03-2025,Delivered
C1186,Male,Teenager,Multan,7/26/2024,O5186,05-02-2024,Subway,Sandwich,Dessert,2,436.26,Card,14,10/15/2024,278,Inactive,1,12/24/2024,Delayed
C5274,Other,Teenager,Peshawar,06-02-2024,O9274,05-02-2024,Pizza Hut,Burger,Chinese,5,207.86,Cash,20,4/14/2025,251,Active,4,08-09-2025,Delivered
C1060,Female,Adult,Multan,05-06-2024,O5060,05-02-2024,Subway,Pizza,Chinese,4,340.15,Cash,44,06-10-2025,450,Active,,6/30/2025,Cancelled
C6584,Female,Senior,Islamabad,7/31/2025,O10584,05-02-2024,Subway,Fries,Italian,5,117.17,Wallet,32,04-08-2025,488,Inactive,3,11-03-2024,Delayed
C2586,Other,Teenager,Peshawar,7/27/2025,O6586,05-02-2024,McDonald's,Burger,Continental,4,849.63,Wallet,1,2/28/2025,482,Active,,11/25/2024,Cancelled
C4971,Female,Adult,Lahore,7/21/2024,O8971,05-03-2024,McDonald's,Pizza,Fast Food,4,1349.93,Card,14,4/16/2025,2,Active,,4/24/2025,Cancelled
C4437,Male,Teenager,Karachi,11-04-2023,O8437,05-03-2024,Burger King,Sandwich,Fast Food,4,1130.54,Card,14,4/28/2025,315,Active,2,10/15/2024,Delivered
C6869,Male,Teenager,Multan,1/24/2025,O10869,05-03-2024,McDonald's,Burger,Italian,5,726.46,Cash,11,11/28/2024,386,Inactive,4,12/21/2024,Delivered
C1869,Female,Senior,Peshawar,8/15/2024,O5869,05-03-2024,Burger King,Pizza,Fast Food,2,1172.17,Cash,6,7/19/2025,315,Active,,04-04-2025,Cancelled
C5521,Female,Adult,Karachi,07-06-2024,O9521,05-03-2024,Subway,Fries,Chinese,2,702.87,Cash,20,6/28/2025,258,Active,,8/29/2024,Cancelled
C2229,Other,Senior,Multan,5/19/2024,O6229,05-03-2024,Pizza Hut,Sandwich,Fast Food,5,739.23,Wallet,33,05-05-2025,333,Active,,10-01-2024,Cancelled
C6830,Other,Senior,Lahore,2/26/2024,O10830,05-04-2024,Pizza Hut,Fries,Fast Food,5,419.55,Card,50,9/29/2024,241,Active,5,12/24/2024,Delivered
C4917,Female,Adult,Karachi,3/28/2025,O8917,05-04-2024,KFC,Pasta,Italian,3,876.4,Wallet,7,4/27/2025,137,Active,,8/26/2024,Cancelled
C1334,Other,Adult,Karachi,10/22/2024,O5334,05-04-2024,KFC,Fries,Chinese,3,236.93,Card,49,02-11-2025,446,Active,3,1/25/2025,Delivered
C1555,Other,Senior,Karachi,9/20/2023,O5555,05-04-2024,KFC,Pasta,Italian,1,171.97,Wallet,19,09-09-2024,412,Inactive,4,02-04-2025,Delivered
C2345,Other,Senior,Lahore,8/19/2024,O6345,05-04-2024,Pizza Hut,Fries,Continental,5,799.38,Wallet,42,11/22/2024,300,Active,2,10/22/2024,Delivered
C5664,Female,Adult,Multan,07-09-2025,O9664,05-04-2024,KFC,Pasta,Continental,1,492.37,Cash,4,2/19/2025,348,Active,2,5/27/2025,Delivered
C2819,Male,Adult,Multan,2/18/2025,O6819,05-05-2024,Pizza Hut,Pasta,Continental,3,806.34,Card,18,02-12-2025,278,Inactive,,12/26/2024,Cancelled
C3455,Other,Teenager,Multan,10/31/2024,O7455,05-05-2024,KFC,Fries,Dessert,2,1304.69,Cash,27,10/25/2024,436,Active,3,01-08-2025,Delivered
C5827,Other,Teenager,Lahore,11-06-2024,O9827,05-05-2024,KFC,Pasta,Italian,4,1344.23,Card,45,4/25/2025,398,Inactive,,8/14/2025,Cancelled
C6528,Male,Teenager,Lahore,08-08-2024,O10528,05-05-2024,Pizza Hut,Pasta,Italian,2,1146.64,Cash,23,12/15/2024,401,Active,,11/18/2024,Cancelled
C1129,Female,Adult,Lahore,01-09-2025,O5129,05-05-2024,McDonald's,Fries,Continental,3,197.07,Card,38,11/19/2024,20,Active,4,04-05-2025,Delivered
C4734,Female,Adult,Multan,2/16/2024,O8734,05-05-2024,Pizza Hut,Sandwich,Chinese,4,1317.71,Wallet,36,11/13/2024,252,Inactive,,3/28/2025,Cancelled
C4508,Female,Adult,Lahore,11/30/2024,O8508,05-05-2024,McDonald's,Burger,Fast Food,4,137.37,Wallet,33,05-08-2025,412,Active,,04-05-2025,Cancelled
C3463,Other,Teenager,Islamabad,2/16/2025,O7463,05-06-2024,McDonald's,Sandwich,Italian,2,438.7,Wallet,24,09-05-2024,64,Inactive,2,08-08-2025,Delayed
C3671,Male,Senior,Islamabad,9/16/2023,O7671,05-06-2024,McDonald's,Sandwich,Continental,2,1080.01,Card,41,10/24/2024,106,Active,3,7/24/2025,Delivered
C3273,Other,Senior,Peshawar,11-09-2024,O7273,05-06-2024,Burger King,Pasta,Dessert,3,1180.13,Card,15,1/16/2025,373,Inactive,5,04-12-2025,Delayed
C4205,Male,Senior,Peshawar,11/27/2024,O8205,05-06-2024,McDonald's,Pizza,Continental,2,804.13,Card,26,6/24/2025,298,Inactive,1,4/24/2025,Delayed
C2174,Female,Teenager,Peshawar,5/21/2024,O6174,05-06-2024,McDonald's,Fries,Italian,5,333.34,Cash,18,07-08-2025,258,Active,1,8/22/2024,Delayed
C2699,Female,Adult,Lahore,01-07-2024,O6699,05-07-2024,McDonald's,Pasta,Italian,1,834.97,Wallet,31,8/23/2024,263,Inactive,1,09-11-2024,Delayed
C4521,Other,Adult,Multan,07-05-2025,O8521,05-07-2024,Pizza Hut,Pizza,Continental,2,1079.19,Wallet,4,9/20/2024,9,Inactive,1,08-03-2025,Delayed
C3467,Female,Senior,Lahore,3/16/2024,O7467,05-07-2024,Pizza Hut,Pizza,Dessert,5,537.33,Cash,33,12/21/2024,239,Inactive,2,4/28/2025,Delayed
C4510,Female,Senior,Lahore,01-03-2025,O8510,05-07-2024,KFC,Burger,Italian,1,896.27,Cash,11,02-11-2025,61,Active,2,8/26/2024,Delivered
C6154,Other,Teenager,Peshawar,04-08-2024,O10154,05-07-2024,Burger King,Fries,Italian,2,489.76,Card,45,5/21/2025,59,Active,5,02-09-2025,Delayed
C2782,Other,Adult,Karachi,09-12-2023,O6782,05-07-2024,Subway,Pasta,Continental,3,1024.57,Card,32,7/29/2025,409,Active,4,12/20/2024,Delivered
C6215,Other,Adult,Islamabad,7/15/2025,O10215,05-08-2024,Pizza Hut,Pizza,Italian,3,143.14,Wallet,12,6/20/2025,491,Inactive,2,3/13/2025,Delayed
C5032,Male,Teenager,Lahore,04-12-2025,O9032,05-08-2024,Pizza Hut,Fries,Italian,3,209.88,Cash,32,4/20/2025,66,Active,4,09-06-2024,Delayed
C5389,Other,Teenager,Islamabad,9/26/2024,O9389,05-08-2024,Subway,Sandwich,Italian,2,906.22,Card,11,10-08-2024,439,Inactive,,06-01-2025,Cancelled
C5749,Other,Senior,Multan,3/28/2025,O9749,05-08-2024,Burger King,Fries,Fast Food,3,1282.87,Cash,46,10/30/2024,480,Inactive,5,11-05-2024,Delayed
C6873,Male,Teenager,Lahore,08-01-2025,O10873,05-08-2024,McDonald's,Pizza,Continental,1,900.48,Wallet,13,7/20/2025,28,Active,5,6/16/2025,Delayed
C2949,Female,Teenager,Lahore,08-05-2024,O6949,05-08-2024,Burger King,Pizza,Continental,2,734.06,Cash,39,05-02-2025,120,Inactive,,9/23/2024,Cancelled
C3889,Female,Teenager,Lahore,8/17/2024,O7889,05-08-2024,KFC,Fries,Chinese,1,733.23,Cash,26,11/18/2024,299,Active,3,09-12-2024,Delivered
C4123,Other,Adult,Multan,10-12-2023,O8123,05-08-2024,KFC,Sandwich,Chinese,4,934.92,Wallet,32,6/16/2025,327,Inactive,1,12/13/2024,Delivered
C6939,Female,Teenager,Multan,12-11-2024,O10939,05-08-2024,KFC,Pasta,Fast Food,2,364.05,Wallet,43,12-08-2024,244,Inactive,1,7/29/2025,Delayed
C3769,Other,Adult,Islamabad,4/30/2025,O7769,05-08-2024,McDonald's,Pasta,Dessert,4,495.96,Wallet,14,8/22/2024,149,Active,5,2/13/2025,Delayed
C1037,Male,Adult,Multan,01-12-2025,O5037,05-08-2024,Subway,Sandwich,Continental,2,706.91,Cash,27,02-06-2025,310,Inactive,2,2/17/2025,Delivered
C5187,Female,Adult,Multan,02-02-2025,O9187,05-09-2024,Subway,Pasta,Italian,1,219.54,Cash,42,9/26/2024,392,Active,,10/23/2024,Cancelled
C1771,Female,Adult,Lahore,05-07-2025,O5771,05-09-2024,Pizza Hut,Burger,Italian,2,114.74,Cash,30,01-06-2025,402,Active,,10/26/2024,Cancelled
C3542,Other,Teenager,Multan,9/20/2023,O7542,05-09-2024,McDonald's,Fries,Continental,2,988.27,Wallet,10,12-12-2024,131,Active,3,04-05-2025,Delayed
C6538,Male,Adult,Islamabad,3/24/2025,O10538,05-09-2024,KFC,Pizza,Continental,2,1109.52,Cash,23,1/13/2025,423,Inactive,,10-11-2024,Cancelled
C4926,Other,Adult,Multan,05-07-2025,O8926,05-09-2024,McDonald's,Sandwich,Fast Food,5,818.91,Cash,35,07-07-2025,243,Inactive,,3/21/2025,Cancelled
C4856,Other,Adult,Lahore,01-05-2025,O8856,05-09-2024,Burger King,Fries,Fast Food,1,646.07,Card,8,12/21/2024,278,Inactive,5,4/23/2025,Delivered
C3515,Female,Adult,Peshawar,05-02-2024,O7515,05-09-2024,Subway,Fries,Chinese,1,1485.85,Cash,47,12/27/2024,393,Active,,3/15/2025,Cancelled
C2087,Other,Adult,Karachi,05-02-2024,O6087,05-09-2024,Pizza Hut,Pizza,Chinese,5,1300.15,Card,42,9/16/2024,14,Active,2,11/13/2024,Delayed
C2084,Other,Senior,Multan,04-01-2024,O6084,05-10-2024,Burger King,Sandwich,Italian,5,1469.53,Card,13,06-03-2025,165,Active,5,04-01-2025,Delivered
C5820,Male,Teenager,Peshawar,11/15/2023,O9820,05-10-2024,McDonald's,Pasta,Chinese,3,1294.71,Cash,50,04-11-2025,161,Active,,6/15/2025,Cancelled
C3496,Female,Senior,Islamabad,8/24/2023,O7496,05-10-2024,McDonald's,Burger,Continental,5,290.25,Card,29,6/14/2025,82,Active,1,5/21/2025,Delayed
C1909,Male,Senior,Karachi,09-01-2023,O5909,05-10-2024,Burger King,Burger,Chinese,4,539.85,Cash,21,10/31/2024,370,Active,,2/27/2025,Cancelled
C3046,Other,Teenager,Multan,10/16/2023,O7046,05-10-2024,Burger King,Sandwich,Continental,1,469.04,Cash,14,06-12-2025,296,Active,,09-07-2024,Cancelled
C1843,Female,Adult,Karachi,8/24/2024,O5843,05-10-2024,Burger King,Burger,Italian,5,448.63,Wallet,41,01-01-2025,464,Active,5,09-10-2024,Delivered
C6682,Female,Senior,Karachi,6/21/2025,O10682,05-10-2024,KFC,Fries,Dessert,4,1344.65,Card,46,1/28/2025,307,Inactive,3,7/13/2025,Delivered
C5644,Other,Adult,Peshawar,12/15/2024,O9644,05-11-2024,Burger King,Pasta,Chinese,4,949.8,Cash,48,4/16/2025,481,Active,,8/13/2025,Cancelled
C4242,Male,Senior,Islamabad,8/24/2023,O8242,05-11-2024,Burger King,Fries,Italian,3,225.17,Card,22,4/28/2025,489,Active,3,11-04-2024,Delayed
C3868,Male,Teenager,Islamabad,11/21/2024,O7868,05-12-2024,Subway,Burger,Dessert,2,175.48,Cash,42,5/15/2025,413,Inactive,5,6/29/2025,Delivered
C4434,Male,Adult,Peshawar,7/22/2025,O8434,05-12-2024,KFC,Pasta,Italian,4,436.53,Wallet,40,7/20/2025,135,Inactive,5,12-07-2024,Delivered
C5125,Other,Teenager,Peshawar,5/22/2024,O9125,05-12-2024,KFC,Fries,Fast Food,1,913.2,Cash,19,4/20/2025,161,Active,3,7/13/2025,Delayed
C1573,Other,Senior,Islamabad,2/29/2024,O5573,05-12-2024,Burger King,Fries,Dessert,3,1222.55,Cash,49,1/18/2025,442,Active,2,06-05-2025,Delivered
C2168,Male,Teenager,Peshawar,3/27/2024,O6168,05-12-2024,Subway,Burger,Dessert,4,596.96,Cash,13,01-08-2025,235,Active,,4/27/2025,Cancelled
C3451,Female,Teenager,Lahore,03-01-2024,O7451,05-12-2024,Burger King,Fries,Italian,3,624.43,Cash,46,04-02-2025,47,Inactive,2,02-02-2025,Delivered
C5409,Male,Adult,Peshawar,9/24/2024,O9409,05-12-2024,Subway,Pizza,Dessert,2,508.24,Wallet,10,8/28/2024,148,Active,4,03-02-2025,Delivered
C1106,Other,Senior,Islamabad,8/21/2024,O5106,05-12-2024,Burger King,Sandwich,Fast Food,1,1396.82,Card,27,06-11-2025,188,Inactive,2,11/29/2024,Delivered
C2451,Male,Teenager,Islamabad,4/17/2024,O6451,05-12-2024,Burger King,Sandwich,Continental,4,891.58,Wallet,41,12-12-2024,372,Active,5,1/30/2025,Delivered
C6283,Male,Teenager,Multan,1/19/2024,O10283,5/13/2024,KFC,Pasta,Dessert,5,1142.42,Card,36,5/30/2025,272,Active,1,01-06-2025,Delayed
C2493,Other,Teenager,Multan,9/16/2024,O6493,5/13/2024,Subway,Fries,Dessert,2,1071.07,Cash,41,06-02-2025,498,Inactive,,8/24/2024,Cancelled
C3061,Female,Teenager,Karachi,9/18/2024,O7061,5/13/2024,KFC,Pasta,Continental,4,1449.32,Cash,45,11/15/2024,326,Active,5,01-09-2025,Delivered
C3850,Male,Teenager,Karachi,5/31/2025,O7850,5/13/2024,McDonald's,Pizza,Chinese,5,810.36,Wallet,4,09-02-2024,26,Active,5,05-11-2025,Delivered
C1831,Other,Senior,Peshawar,8/28/2023,O5831,5/13/2024,Subway,Pizza,Dessert,1,872.74,Cash,15,9/27/2024,224,Active,5,09-04-2024,Delayed
C3541,Male,Senior,Peshawar,7/26/2025,O7541,5/13/2024,Subway,Fries,Italian,1,248.51,Card,45,08-01-2025,259,Active,,06-03-2025,Cancelled
C4697,Other,Teenager,Multan,8/26/2024,O8697,5/13/2024,McDonald's,Pizza,Fast Food,1,622.02,Wallet,24,9/24/2024,164,Active,,1/24/2025,Cancelled
C3581,Male,Teenager,Lahore,7/27/2025,O7581,5/13/2024,Pizza Hut,Sandwich,Italian,3,206.84,Cash,3,09-06-2024,141,Inactive,1,12/30/2024,Delivered
C6108,Male,Teenager,Islamabad,11/14/2023,O10108,5/13/2024,Subway,Pasta,Italian,2,1433.02,Card,33,09-02-2024,469,Active,4,9/14/2024,Delayed
C2777,Other,Senior,Peshawar,9/18/2024,O6777,5/14/2024,Pizza Hut,Pasta,Fast Food,4,1229.62,Wallet,23,12/26/2024,495,Active,4,9/28/2024,Delivered
C4141,Male,Senior,Peshawar,7/23/2024,O8141,5/14/2024,Burger King,Pasta,Chinese,1,156.71,Wallet,29,7/20/2025,486,Active,3,7/27/2025,Delivered
C4492,Female,Teenager,Peshawar,09-08-2024,O8492,5/14/2024,Pizza Hut,Fries,Fast Food,1,852.45,Cash,17,9/14/2024,184,Inactive,5,07-04-2025,Delivered
C4069,Other,Senior,Multan,08-05-2024,O8069,5/14/2024,McDonald's,Sandwich,Fast Food,5,1273.03,Wallet,17,5/19/2025,309,Active,2,07-05-2025,Delivered
C1943,Female,Adult,Islamabad,5/20/2024,O5943,5/14/2024,Burger King,Burger,Dessert,2,1392.19,Wallet,31,1/14/2025,192,Active,2,11/24/2024,Delivered
C5768,Other,Teenager,Islamabad,6/16/2024,O9768,5/14/2024,McDonald's,Pizza,Continental,2,929.17,Wallet,24,7/14/2025,309,Active,3,6/24/2025,Delayed
C3413,Male,Adult,Islamabad,2/22/2025,O7413,5/14/2024,KFC,Fries,Continental,4,817.38,Card,26,4/24/2025,132,Inactive,4,05-07-2025,Delivered
C4159,Male,Adult,Peshawar,06-11-2024,O8159,5/14/2024,KFC,Pasta,Italian,5,1395.78,Card,23,8/20/2025,101,Active,,06-12-2025,Cancelled
C4385,Female,Teenager,Islamabad,02-09-2024,O8385,5/14/2024,Subway,Burger,Italian,5,1175.49,Card,7,10/18/2024,71,Active,,9/18/2024,Cancelled
C4448,Other,Senior,Islamabad,3/17/2025,O8448,5/14/2024,Burger King,Fries,Chinese,5,1149.76,Wallet,40,9/24/2024,25,Active,1,2/20/2025,Delivered
C5807,Male,Adult,Multan,4/18/2025,O9807,5/15/2024,KFC,Pizza,Continental,4,505.52,Card,21,10/25/2024,276,Inactive,5,02-10-2025,Delayed
C3560,Other,Adult,Lahore,09-02-2024,O7560,5/15/2024,KFC,Fries,Italian,4,1016.79,Wallet,1,10/17/2024,310,Inactive,5,05-06-2025,Delayed
C1004,Other,Teenager,Multan,9/24/2024,O5004,5/15/2024,Pizza Hut,Pasta,Chinese,1,1044.89,Wallet,40,4/23/2025,217,Active,2,10/24/2024,Delivered
C2296,Other,Senior,Lahore,02-04-2025,O6296,5/15/2024,Pizza Hut,Burger,Italian,3,699.07,Wallet,38,5/20/2025,304,Inactive,4,2/21/2025,Delayed
C2835,Other,Senior,Karachi,04-10-2025,O6835,5/15/2024,KFC,Sandwich,Fast Food,4,1239.29,Wallet,32,10/19/2024,141,Active,1,3/13/2025,Delivered
C4202,Female,Teenager,Multan,8/22/2023,O8202,5/15/2024,McDonald's,Burger,Dessert,2,545.14,Cash,10,12/16/2024,35,Active,,3/17/2025,Cancelled
C3791,Male,Adult,Multan,7/20/2025,O7791,5/15/2024,Subway,Burger,Continental,1,1029.89,Wallet,12,3/18/2025,115,Active,2,02-03-2025,Delivered
C6984,Male,Senior,Karachi,11/17/2023,O10984,5/16/2024,Pizza Hut,Burger,Continental,2,1463.74,Cash,9,07-06-2025,281,Active,,2/27/2025,Cancelled
C2230,Female,Teenager,Karachi,5/24/2024,O6230,5/16/2024,McDonald's,Pizza,Continental,3,168.76,Cash,30,3/24/2025,258,Active,4,1/21/2025,Delivered
C6995,Other,Teenager,Karachi,9/26/2023,O10995,5/16/2024,KFC,Fries,Chinese,3,655,Wallet,25,3/18/2025,19,Active,2,08-01-2025,Delivered
C4228,Male,Teenager,Karachi,7/26/2025,O8228,5/16/2024,Pizza Hut,Sandwich,Chinese,3,1040.6,Wallet,39,12-11-2024,484,Inactive,3,9/19/2024,Delayed
C4062,Other,Senior,Karachi,5/19/2024,O8062,5/16/2024,Subway,Burger,Fast Food,1,1287.14,Card,17,01-04-2025,325,Active,4,4/24/2025,Delivered
C6623,Female,Adult,Multan,08-05-2025,O10623,5/16/2024,Subway,Fries,Dessert,2,539.63,Cash,5,7/17/2025,114,Inactive,4,07-03-2025,Delivered
C6667,Other,Adult,Islamabad,4/13/2025,O10667,5/16/2024,KFC,Burger,Continental,4,937.88,Wallet,41,5/30/2025,197,Active,1,1/25/2025,Delayed
C1443,Female,Senior,Peshawar,11-03-2023,O5443,5/16/2024,Pizza Hut,Burger,Dessert,4,206.27,Card,15,7/15/2025,454,Active,3,10/28/2024,Delayed
C1401,Female,Teenager,Karachi,9/15/2023,O5401,5/16/2024,Subway,Sandwich,Chinese,1,654.3,Card,15,04-01-2025,423,Active,5,09-08-2024,Delivered
C1798,Female,Senior,Islamabad,11/19/2024,O5798,5/17/2024,Pizza Hut,Pasta,Chinese,1,510.62,Wallet,31,06-08-2025,500,Inactive,,9/25/2024,Cancelled
C5978,Male,Teenager,Lahore,04-10-2025,O9978,5/17/2024,Pizza Hut,Fries,Chinese,1,897.57,Card,14,3/27/2025,216,Active,1,01-09-2025,Delivered
C2254,Male,Senior,Lahore,05-07-2024,O6254,5/17/2024,Pizza Hut,Sandwich,Dessert,1,497.43,Cash,29,5/23/2025,152,Active,,1/26/2025,Cancelled
C6545,Male,Teenager,Islamabad,2/22/2025,O10545,5/17/2024,Pizza Hut,Burger,Fast Food,1,1383.4,Cash,11,4/26/2025,261,Inactive,3,5/17/2025,Delayed
C2626,Other,Adult,Multan,2/25/2025,O6626,5/17/2024,KFC,Pizza,Fast Food,4,467.7,Card,34,07-10-2025,385,Inactive,,8/21/2025,Cancelled
C2857,Other,Adult,Multan,12-11-2024,O6857,5/17/2024,Subway,Pizza,Italian,5,1498.72,Wallet,42,05-02-2025,70,Active,2,4/29/2025,Delayed
C2396,Other,Adult,Karachi,10-05-2024,O6396,5/17/2024,Burger King,Burger,Dessert,3,382.54,Wallet,33,11/16/2024,322,Inactive,4,10-06-2024,Delivered
C2404,Female,Senior,Peshawar,08-04-2025,O6404,5/17/2024,Subway,Fries,Continental,2,903.71,Cash,18,8/20/2025,143,Inactive,1,12/22/2024,Delivered
